rankings,contests,ani_num
18596,123,3
18597,42,0
18598,28,3
18599,10,0
18600,20,0
18601,34,0
18602,34,0
18603,9,0
18604,46,2
18605,0,-1
18606,73,4
18607,31,0
18608,15,-1
18609,6,0
18610,50,0
18611,8,-1
18612,2,0
18613,9,0
18614,18,0
18615,52,0
18616,4,-1
18617,20,0
18618,23,0
18619,20,-1
18620,13,-1
18621,80,0
18622,99,3
18623,74,-1
18624,150,-1
18625,16,0
18626,11,0
18627,67,-1
18628,24,-1
18629,30,0
18630,26,-1
18631,12,0
18632,32,-1
18633,43,0
18634,19,1
18635,49,-1
18636,8,-1
18637,51,0
18638,12,-1
18639,12,0
18640,34,0
18641,42,0
18642,11,0
18643,4,-1
18644,69,-1
18645,37,-1
18646,4,0
18647,5,0
18648,28,0
18649,21,4
18650,59,0
18651,24,0
18652,21,-1
18653,44,3
18654,36,0
18655,24,-1
18656,15,0
18657,22,0
18658,23,0
18659,48,0
18660,13,0
18661,11,0
18662,29,1
18663,95,0
18664,10,0
18665,11,-1
18666,31,2
18667,88,-1
18668,29,0
18669,50,0
18670,2,-1
18671,17,1
18672,23,-1
18673,20,0
18674,2,3
18675,4,-1
18751,34,0
18752,134,1
18753,11,-1
18754,22,0
18755,10,-1
18756,46,0
18757,35,0
18758,54,-1
18759,111,0
18760,18,0
18761,14,0
18762,114,-1
18763,67,1
18764,38,-1
18765,52,0
18766,63,-1
18767,54,0
18768,22,-1
18769,4,-1
18770,66,0
18771,28,0
18772,67,-1
18773,92,1
18774,15,-1
18775,31,0
18776,32,0
18777,43,1
18778,12,0
18779,62,2
18780,14,-1
18781,32,3
18782,13,0
18783,13,0
18784,39,-1
18785,28,0
18786,26,3
18787,39,-1
18788,20,0
18789,56,0
18790,144,0
18791,8,0
18792,20,0
18793,46,0
18794,21,0
18795,64,4
18796,16,0
18797,9,2
18798,20,-1
18799,13,-1
18800,24,-1
18801,77,0
18802,5,0
18803,101,-1
18804,25,0
18805,7,-1
18806,38,0
18807,72,0
18808,28,0
18809,24,0
18810,36,-1
18811,28,-1
18812,23,0
18813,84,-1
18814,29,4
18815,5,0
18816,53,-1
18817,13,2
18818,18,0
18819,16,0
18820,9,0
18821,42,0
18822,6,0
18823,19,0
18824,59,0
18825,3,-1
18826,39,0
18827,21,-1
18828,13,-1
18829,130,0
18830,13,0
18831,50,0
18832,9,-1
18833,51,0
18834,17,-1
18835,37,-1
18836,6,0
18837,9,-1
18838,34,-1
18839,23,0
18840,41,0
18841,19,-1
18842,25,-1
18843,16,-1
18844,118,0
18845,72,0
18846,13,-1
18847,145,0
18848,34,0
18849,9,0
18850,45,0
18901,47,0
18902,19,-1
18903,19,-1
18904,27,-1
18905,25,0
18906,19,0
18907,24,0
18908,22,0
18909,31,0
18910,10,-1
18911,10,0
18912,102,0
18913,11,0
18914,14,-1
18915,11,0
18916,9,-1
18917,4,0
18918,10,2
18919,9,-1
18920,30,0
18921,2,0
18922,0,-1
18923,4,-1
18924,59,0
18925,54,0
19076,23,0
19077,28,3
19078,28,0
19079,25,0
19080,36,0
19081,26,0
19082,10,0
19083,30,0
19084,49,0
19085,37,0
19086,15,-1
19087,19,-1
19088,7,-1
19089,14,0
19090,26,-1
19091,28,-1
19092,176,3
19093,14,0
19094,40,0
19095,60,2
19096,27,0
19097,26,0
19098,75,0
19099,5,0
19100,5,0
19101,32,0
19102,25,0
19103,62,-1
19104,38,0
19105,15,-1
19106,24,-1
19107,34,-1
19108,69,0
19109,17,0
19110,31,-1
19111,10,4
19112,45,0
19113,0,0
19114,29,0
19115,12,0
19116,5,-1
19117,28,-1
19118,37,3
19119,53,0
19120,42,3
19121,15,0
19122,81,-1
19123,11,0
19124,23,0
19125,6,0
19126,5,0
19127,54,0
19128,93,4
19129,53,0
19130,4,-1
19131,80,0
19132,31,0
19133,6,-1
19134,26,0
19135,34,-1
19136,37,-1
19137,38,3
19138,35,-1
19139,7,-1
19140,15,0
19141,3,0
19142,2,0
19143,8,-1
19144,48,0
19145,39,-1
19146,11,2
19147,42,0
19148,157,-1
19149,12,-1
19150,59,0
19151,31,0
19152,101,-1
19153,23,-1
19154,72,2
19155,10,3
19156,28,0
19157,48,0
19158,2,0
19159,144,0
19160,6,-1
19161,36,3
19162,13,0
19163,37,0
19164,75,0
19165,24,3
19166,42,0
19167,29,0
19168,12,0
19169,37,0
19170,58,3
19171,152,-1
19172,17,0
19173,10,0
19174,47,-1
19175,43,0
19201,37,0
19202,59,2
19203,5,1
19204,48,-1
19205,33,2
19206,18,0
19207,8,0
19208,65,0
19209,26,0
19210,73,0
19211,18,1
19212,45,-1
19213,36,-1
19214,62,-1
19215,23,0
19216,17,0
19217,59,-1
19218,55,0
19219,50,-1
19220,40,-1
19221,35,-1
19222,14,-1
19223,28,0
19224,128,0
19225,24,0
19226,16,0
19227,16,3
19228,57,-1
19229,29,0
19230,38,3
19231,75,-1
19232,27,0
19233,44,0
19234,40,-1
19235,27,2
19236,18,0
19237,141,0
19238,24,0
19239,58,0
19240,39,0
19241,53,-1
19242,7,1
19243,40,-1
19244,28,-1
19245,37,1
19246,38,-1
19247,15,-1
19248,21,-1
19249,20,4
19250,22,0
19326,12,0
19327,11,0
19328,74,0
19329,22,0
19330,22,0
19331,105,1
19332,17,0
19333,17,3
19334,8,-1
19335,17,0
19336,8,0
19337,7,-1
19338,49,0
19339,2,-1
19340,10,1
19341,33,-1
19342,18,-1
19343,21,-1
19344,9,-1
19345,53,0
19346,34,-1
19347,10,0
19348,16,-1
19349,27,0
19350,58,0
19351,16,0
19352,25,0
19353,45,-1
19354,18,3
19355,216,0
19356,2,0
19357,170,0
19358,5,-1
19359,8,0
19360,21,-1
19361,21,3
19362,11,0
19363,8,-1
19364,61,-1
19365,38,0
19366,16,0
19367,16,-1
19368,48,0
19369,53,-1
19370,34,-1
19371,9,1
19372,31,2
19373,36,0
19374,56,-1
19375,69,0
19376,75,0
19377,40,3
19378,5,-1
19379,9,0
19380,26,-1
19381,6,-1
19382,35,0
19383,13,-1
19384,40,-1
19385,56,4
19386,3,0
19387,7,-1
19388,14,0
19389,5,0
19390,24,3
19391,57,1
19392,15,0
19393,39,1
19394,12,0
19395,3,-1
19396,13,-1
19397,2,0
19398,19,-1
19399,54,0
19400,5,0
19426,11,0
19427,126,3
19428,22,3
19429,15,0
19430,28,0
19431,34,0
19432,29,0
19433,16,0
19434,180,0
19435,33,4
19436,50,0
19437,21,-1
19438,168,-1
19439,12,0
19440,12,-1
19441,28,0
19442,6,0
19443,5,0
19444,70,0
19445,18,0
19446,61,0
19447,48,0
19448,22,1
19449,12,0
19450,40,-1
19451,30,0
19452,44,0
19453,13,-1
19454,70,0
19455,12,1
19456,9,0
19457,16,0
19458,30,0
19459,50,-1
19460,27,0
19461,33,-1
19462,12,-1
19463,4,0
19464,36,0
19465,84,0
19466,64,0
19467,19,0
19468,18,0
19469,41,-1
19470,12,0
19471,27,0
19472,10,2
19473,20,0
19474,35,0
19475,43,-1
19526,18,0
19527,18,0
19528,28,0
19529,5,0
19530,132,0
19531,61,0
19532,29,0
19533,33,-1
19534,6,0
19535,20,-1
19536,17,0
19537,30,0
19538,44,-1
19539,25,0
19540,9,0
19541,44,-1
19542,8,-1
19543,41,0
19544,14,0
19545,6,-1
19546,22,-1
19547,49,-1
19548,21,-1
19549,11,0
19550,3,2
19651,67,-1
19652,49,0
19653,21,1
19654,31,0
19655,13,3
19656,65,0
19657,15,-1
19658,24,0
19659,10,0
19660,72,0
19661,6,0
19662,24,1
19663,32,0
19664,37,0
19665,15,0
19666,0,2
19667,22,0
19668,23,0
19669,18,0
19670,21,0
19671,43,2
19672,3,0
19673,26,-1
19674,12,-1
19675,74,2
19676,8,3
19677,16,0
19678,21,0
19679,65,0
19680,42,0
19681,18,0
19682,23,0
19683,19,0
19684,12,2
19685,22,2
19686,17,0
19687,8,0
19688,18,-1
19689,25,0
19690,21,2
19691,35,0
19692,43,0
19693,16,-1
19694,21,4
19695,23,0
19696,34,0
19697,5,0
19698,26,0
19699,8,-1
19700,102,-1
19701,34,0
19702,3,0
19703,10,0
19704,2,-1
19705,28,0
19706,15,0
19707,241,-1
19708,15,0
19709,8,3
19710,11,0
19711,79,0
19712,6,-1
19713,51,0
19714,82,0
19715,37,0
19716,16,0
19717,10,-1
19718,10,-1
19719,8,0
19720,41,-1
19721,13,3
19722,24,0
19723,52,-1
19724,36,0
19725,6,-1
19726,30,0
19727,4,0
19728,8,-1
19729,5,-1
19730,21,0
19731,19,0
19732,4,-1
19733,90,0
19734,21,4
19735,33,-1
19736,23,0
19737,56,0
19738,9,0
19739,22,0
19740,8,0
19741,55,0
19742,36,0
19743,55,0
19744,20,0
19745,15,-1
19746,37,-1
19747,19,0
19748,98,3
19749,30,0
19750,5,-1
19751,11,-1
19752,76,0
19753,73,-1
19754,24,3
19755,22,-1
19756,3,-1
19757,51,0
19758,8,0
19759,78,0
19760,18,-1
19761,6,0
19762,25,0
19763,43,0
19764,17,0
19765,33,-1
19766,26,0
19767,15,0
19768,16,0
19769,29,3
19770,5,0
19771,22,0
19772,13,0
19773,19,3
19774,24,-1
19775,11,0
19776,8,0
19777,29,-1
19778,20,0
19779,50,-1
19780,17,1
19781,11,3
19782,22,0
19783,34,0
19784,52,-1
19785,4,-1
19786,11,0
19787,35,0
19788,17,4
19789,18,-1
19790,9,0
19791,49,-1
19792,39,0
19793,19,0
19794,24,0
19795,12,0
19796,47,0
19797,17,0
19798,28,0
19799,6,2
19800,12,0
19826,41,-1
19827,26,4
19828,74,-1
19829,19,-1
19830,20,0
19831,52,-1
19832,31,-1
19833,22,0
19834,15,-1
19835,9,-1
19836,6,0
19837,28,0
19838,18,-1
19839,28,3
19840,3,-1
19841,5,0
19842,20,0
19843,47,0
19844,15,0
19845,13,0
19846,81,0
19847,49,0
19848,64,0
19849,36,0
19850,9,-1
19851,25,0
19852,4,0
19853,7,3
19854,40,0
19855,95,1
19856,81,0
19857,55,0
19858,30,0
19859,32,0
19860,46,0
19861,9,0
19862,16,0
19863,10,-1
19864,48,-1
19865,48,0
19866,24,0
19867,16,0
19868,12,-1
19869,45,4
19870,40,0
19871,93,-1
19872,77,-1
19873,13,-1
19874,12,-1
19875,9,-1
19976,45,0
19977,5,1
19978,20,0
19979,15,-1
19980,7,0
19981,50,-1
19982,49,4
19983,33,-1
19984,22,0
19985,3,0
19986,3,0
19987,19,-1
19988,28,0
19989,44,3
19990,25,3
19991,209,-1
19992,25,-1
19993,8,0
19994,16,0
19995,2,0
19996,16,0
19997,26,-1
19998,15,0
19999,50,1
20000,100,0
20026,52,0
20027,22,0
20028,20,-1
20029,24,-1
20030,39,0
20031,16,-1
20032,34,-1
20033,14,0
20034,4,0
20035,43,0
20036,23,-1
20037,41,0
20038,10,-1
20039,3,-1
20040,5,3
20041,28,-1
20042,9,-1
20043,80,0
20044,22,1
20045,79,0
20046,10,2
20047,8,-1
20048,44,-1
20049,32,0
20050,143,1
20126,44,0
20127,13,0
20128,5,-1
20129,10,0
20130,12,0
20131,8,1
20132,10,-1
20133,72,0
20134,35,0
20135,12,-1
20136,14,0
20137,4,0
20138,5,-1
20139,26,1
20140,9,2
20141,47,-1
20142,134,2
20143,73,0
20144,26,-1
20145,7,0
20146,7,-1
20147,0,0
20148,2,0
20149,20,-1
20150,96,-1
20176,35,0
20177,47,0
20178,26,0
20179,64,0
20180,23,1
20181,48,0
20182,12,3
20183,57,0
20184,29,-1
20185,9,0
20186,79,4
20187,56,0
20188,17,0
20189,35,0
20190,40,0
20191,8,0
20192,33,0
20193,14,0
20194,41,0
20195,38,0
20196,3,-1
20197,32,0
20198,4,0
20199,18,0
20200,14,0
20201,57,1
20202,14,0
20203,26,-1
20204,12,0
20205,6,0
20206,8,-1
20207,35,0
20208,36,0
20209,15,0
20210,43,0
20211,11,-1
20212,45,0
20213,42,0
20214,33,-1
20215,4,0
20216,14,-1
20217,79,4
20218,49,0
20219,25,0
20220,26,-1
20221,13,0
20222,13,0
20223,23,1
20224,25,0
20225,24,0
20276,12,0
20277,19,-1
20278,12,0
20279,16,0
20280,15,-1
20281,47,-1
20282,19,3
20283,12,4
20284,29,0
20285,29,0
20286,17,0
20287,49,-1
20288,31,0
20289,51,1
20290,13,0
20291,3,0
20292,21,3
20293,72,0
20294,36,0
20295,14,0
20296,36,0
20297,6,0
20298,25,0
20299,24,0
20300,36,0
20301,16,-1
20302,26,0
20303,73,0
20304,38,1
20305,61,0
20306,4,-1
20307,17,0
20308,97,0
20309,14,0
20310,24,-1
20311,19,0
20312,111,-1
20313,32,-1
20314,70,0
20315,7,-1
20316,24,0
20317,24,0
20318,16,0
20319,4,-1
20320,99,1
20321,32,0
20322,41,2
20323,14,0
20324,64,0
20325,90,-1
20326,4,-1
20327,14,0
20328,52,0
20329,68,-1
20330,19,3
20331,23,0
20332,15,0
20333,28,-1
20334,56,4
20335,25,0
20336,15,-1
20337,26,0
20338,29,0
20339,15,0
20340,25,0
20341,64,-1
20342,106,0
20343,4,0
20344,11,0
20345,12,0
20346,11,0
20347,57,-1
20348,13,-1
20349,38,0
20350,9,2
20351,307,-1
20352,26,4
20353,44,0
20354,21,4
20355,43,-1
20356,65,0
20357,10,-1
20358,40,0
20359,148,2
20360,10,0
20361,28,2
20362,12,0
20363,29,0
20364,65,-1
20365,16,-1
20366,10,0
20367,24,0
20368,33,4
20369,22,0
20370,14,0
20371,18,0
20372,18,0
20373,43,0
20374,31,-1
20375,18,2
20376,4,0
20377,8,1
20378,47,0
20379,10,-1
20380,22,0
20381,41,-1
20382,14,3
20383,31,-1
20384,15,-1
20385,3,-1
20386,57,1
20387,11,-1
20388,45,0
20389,4,0
20390,121,0
20391,23,0
20392,22,0
20393,39,0
20394,3,0
20395,5,0
20396,0,-1
20397,91,0
20398,22,-1
20399,27,0
20400,95,-1
20401,19,0
20402,60,0
20403,8,0
20404,93,0
20405,29,0
20406,33,0
20407,23,2
20408,34,0
20409,24,0
20410,8,1
20411,55,-1
20412,91,0
20413,21,4
20414,43,-1
20415,54,0
20416,24,0
20417,16,0
20418,41,0
20419,113,-1
20420,50,0
20421,3,3
20422,24,0
20423,34,2
20424,219,-1
20425,31,0
20476,22,-1
20477,68,-1
20478,15,0
20479,51,0
20480,52,0
20481,3,2
20482,28,0
20483,28,0
20484,37,0
20485,40,0
20486,14,0
20487,30,0
20488,3,-1
20489,32,0
20490,8,-1
20491,20,0
20492,56,0
20493,12,0
20494,30,0
20495,24,0
20496,219,0
20497,15,0
20498,3,-1
20499,24,0
20500,11,-1
20501,2,-1
20502,27,0
20503,22,0
20504,54,-1
20505,15,0
20506,129,-1
20507,97,0
20508,17,0
20509,19,-1
20510,89,1
20511,30,-1
20512,22,0
20513,37,0
20514,17,0
20515,45,-1
20516,60,-1
20517,8,0
20518,58,0
20519,6,2
20520,29,1
20521,43,0
20522,76,0
20523,24,0
20524,55,-1
20525,17,0
20551,43,0
20552,13,0
20553,22,0
20554,14,-1
20555,49,-1
20556,33,3
20557,59,3
20558,16,0
20559,8,-1
20560,79,0
20561,8,0
20562,14,-1
20563,8,-1
20564,16,0
20565,9,0
20566,24,0
20567,59,0
20568,24,-1
20569,19,-1
20570,20,0
20571,52,3
20572,15,0
20573,22,0
20574,18,0
20575,63,0
20576,10,0
20577,35,-1
20578,36,0
20579,2,0
20580,11,0
20581,156,0
20582,2,-1
20583,64,-1
20584,32,0
20585,10,-1
20586,21,3
20587,18,0
20588,45,3
20589,14,0
20590,11,-1
20591,35,0
20592,27,-1
20593,26,-1
20594,8,0
20595,79,3
20596,5,-1
20597,169,0
20598,39,0
20599,6,0
20600,16,0
20601,30,-1
20602,10,-1
20603,15,0
20604,21,2
20605,7,0
20606,42,0
20607,39,-1
20608,23,-1
20609,13,1
20610,42,0
20611,7,-1
20612,23,0
20613,9,-1
20614,27,-1
20615,50,0
20616,56,0
20617,48,-1
20618,37,0
20619,10,0
20620,12,0
20621,18,3
20622,6,0
20623,3,-1
20624,2,-1
20625,10,0
20651,20,0
20652,64,0
20653,58,0
20654,11,-1
20655,25,-1
20656,45,0
20657,49,0
20658,18,0
20659,26,0
20660,14,1
20661,6,-1
20662,34,0
20663,11,-1
20664,18,4
20665,10,0
20666,94,-1
20667,31,0
20668,9,0
20669,31,0
20670,21,0
20671,69,0
20672,64,0
20673,12,1
20674,19,0
20675,6,0
20701,36,3
20702,39,0
20703,19,0
20704,48,0
20705,40,3
20706,93,-1
20707,36,0
20708,27,0
20709,8,0
20710,32,3
20711,5,0
20712,22,1
20713,82,0
20714,45,0
20715,4,-1
20716,8,0
20717,7,-1
20718,18,0
20719,29,-1
20720,54,0
20721,15,-1
20722,19,0
20723,20,1
20724,30,0
20725,49,0
20726,59,0
20727,20,0
20728,7,-1
20729,34,-1
20730,5,-1
20731,43,0
20732,56,0
20733,13,0
20734,33,-1
20735,41,3
20736,27,-1
20737,52,0
20738,39,0
20739,8,2
20740,54,0
20741,22,3
20742,91,0
20743,92,0
20744,264,-1
20745,7,-1
20746,5,-1
20747,65,-1
20748,13,0
20749,64,1
20750,8,-1
20751,75,-1
20752,111,2
20753,17,1
20754,12,1
20755,8,0
20756,25,-1
20757,12,-1
20758,27,0
20759,3,-1
20760,2,-1
20761,8,-1
20762,19,0
20763,5,-1
20764,22,0
20765,31,0
20766,20,0
20767,33,-1
20768,95,0
20769,50,1
20770,26,2
20771,60,1
20772,10,-1
20773,14,0
20774,6,1
20775,28,0
20776,238,0
20777,25,0
20778,58,0
20779,28,-1
20780,74,0
20781,39,0
20782,22,0
20783,105,0
20784,161,0
20785,27,-1
20786,62,0
20787,19,-1
20788,11,3
20789,30,0
20790,32,3
20791,25,-1
20792,9,0
20793,63,0
20794,48,0
20795,23,0
20796,198,0
20797,11,0
20798,12,0
20799,55,0
20800,30,-1
20801,21,-1
20802,17,0
20803,299,0
20804,18,0
20805,26,3
20806,25,0
20807,9,0
20808,16,0
20809,23,-1
20810,13,3
20811,27,3
20812,5,0
20813,36,-1
20814,12,-1
20815,20,-1
20816,8,-1
20817,61,0
20818,36,0
20819,46,-1
20820,21,-1
20821,3,0
20822,5,-1
20823,40,0
20824,59,0
20825,37,0
20826,20,3
20827,5,-1
20828,19,0
20829,3,-1
20830,4,-1
20831,26,0
20832,19,0
20833,54,0
20834,12,0
20835,26,0
20836,53,0
20837,11,-1
20838,91,-1
20839,23,0
20840,47,0
20841,19,4
20842,119,0
20843,35,0
20844,15,0
20845,61,0
20846,42,0
20847,50,-1
20848,34,0
20849,83,-1
20850,14,0
20851,33,0
20852,26,0
20853,11,0
20854,20,0
20855,0,0
20856,53,0
20857,19,0
20858,26,-1
20859,33,0
20860,10,3
20861,12,-1
20862,10,0
20863,78,0
20864,7,-1
20865,15,0
20866,66,-1
20867,21,-1
20868,10,2
20869,5,-1
20870,49,-1
20871,56,0
20872,41,-1
20873,35,-1
20874,7,0
20875,26,0
20951,29,0
20952,2,0
20953,22,0
20954,15,0
20955,26,0
20956,21,0
20957,35,0
20958,19,3
20959,17,-1
20960,12,0
20961,53,-1
20962,44,0
20963,12,0
20964,6,-1
20965,5,-1
20966,7,-1
20967,29,0
20968,17,-1
20969,14,0
20970,42,0
20971,35,-1
20972,7,0
20973,208,0
20974,19,0
20975,34,0
21001,47,-1
21002,49,0
21003,43,0
21004,3,-1
21005,13,0
21006,8,-1
21007,21,0
21008,17,-1
21009,19,0
21010,47,0
21011,58,0
21012,12,-1
21013,3,-1
21014,10,-1
21015,40,0
21016,55,-1
21017,19,0
21018,58,0
21019,36,0
21020,9,0
21021,73,0
21022,50,0
21023,37,0
21024,3,0
21025,11,0
21026,40,2
21027,17,-1
21028,3,1
21029,77,0
21030,5,0
21031,11,0
21032,60,0
21033,50,4
21034,35,2
21035,36,0
21036,23,1
21037,47,0
21038,60,0
21039,5,-1
21040,15,-1
21041,34,0
21042,25,-1
21043,56,0
21044,31,0
21045,19,0
21046,25,0
21047,36,0
21048,48,0
21049,78,0
21050,6,-1
21226,22,-1
21227,15,0
21228,2,-1
21229,11,-1
21230,27,-1
21231,8,0
21232,17,1
21233,60,0
21234,19,0
21235,7,-1
21236,46,0
21237,14,3
21238,17,0
21239,12,-1
21240,23,0
21241,41,0
21242,56,2
21243,31,3
21244,12,0
21245,20,0
21246,5,4
21247,14,0
21248,6,0
21249,41,0
21250,5,0
21276,110,-1
21277,6,0
21278,10,0
21279,15,1
21280,17,3
21281,39,-1
21282,22,-1
21283,12,0
21284,35,0
21285,2,-1
21286,2,-1
21287,111,0
21288,33,0
21289,24,0
21290,9,-1
21291,5,0
21292,20,0
21293,32,1
21294,31,-1
21295,44,3
21296,12,-1
21297,56,0
21298,39,0
21299,34,0
21300,13,-1
21301,11,-1
21302,34,0
21303,8,2
21304,72,3
21305,9,0
21306,5,-1
21307,15,-1
21308,15,-1
21309,72,-1
21310,24,0
21311,111,-1
21312,25,-1
21313,45,0
21314,69,-1
21315,38,-1
21316,23,0
21317,50,0
21318,22,0
21319,19,0
21320,57,2
21321,18,-1
21322,49,0
21323,17,0
21324,17,-1
21325,11,-1
21326,10,0
21327,10,0
21328,15,0
21329,3,0
21330,20,0
21331,15,0
21332,39,2
21333,42,-1
21334,18,0
21335,27,0
21336,129,0
21337,6,-1
21338,6,0
21339,40,2
21340,42,-1
21341,102,0
21342,10,0
21343,39,0
21344,33,0
21345,28,-1
21346,34,-1
21347,44,0
21348,22,0
21349,22,0
21350,8,-1
21351,58,0
21352,31,0
21353,0,3
21354,27,-1
21355,96,0
21356,24,-1
21357,23,0
21358,16,-1
21359,18,-1
21360,11,-1
21361,26,-1
21362,141,0
21363,38,2
21364,18,0
21365,15,2
21366,22,-1
21367,14,-1
21368,22,0
21369,31,0
21370,11,0
21371,22,-1
21372,38,0
21373,22,0
21374,30,0
21375,27,0
21376,9,1
21377,3,-1
21378,6,0
21379,18,-1
21380,11,0
21381,16,0
21382,41,0
21383,9,0
21384,61,0
21385,29,-1
21386,30,0
21387,98,1
21388,97,0
21389,9,-1
21390,28,0
21391,19,1
21392,24,0
21393,33,-1
21394,11,0
21395,2,2
21396,53,0
21397,25,1
21398,54,0
21399,30,0
21400,18,0
21426,41,0
21427,12,0
21428,22,-1
21429,14,-1
21430,43,0
21431,8,0
21432,39,0
21433,74,0
21434,103,0
21435,15,0
21436,15,0
21437,6,-1
21438,46,0
21439,23,1
21440,15,2
21441,5,0
21442,47,0
21443,39,0
21444,42,0
21445,26,-1
21446,75,0
21447,17,-1
21448,57,2
21449,42,1
21450,30,-1
21451,8,0
21452,10,-1
21453,104,0
21454,14,-1
21455,10,0
21456,16,0
21457,49,0
21458,12,0
21459,94,2
21460,3,-1
21461,25,0
21462,15,1
21463,200,4
21464,30,0
21465,14,0
21466,49,-1
21467,27,0
21468,121,0
21469,26,0
21470,6,-1
21471,24,0
21472,29,0
21473,3,0
21474,22,0
21475,26,0
21476,26,-1
21477,90,-1
21478,24,-1
21479,165,-1
21480,90,0
21481,119,0
21482,21,0
21483,2,3
21484,10,0
21485,9,0
21486,47,0
21487,34,-1
21488,26,-1
21489,43,0
21490,11,0
21491,18,3
21492,50,0
21493,31,0
21494,9,-1
21495,59,0
21496,24,-1
21497,125,1
21498,23,0
21499,8,-1
21500,6,-1
21526,13,-1
21527,5,-1
21528,55,-1
21529,10,2
21530,10,0
21531,14,-1
21532,5,0
21533,25,0
21534,33,0
21535,13,0
21536,8,-1
21537,19,0
21538,19,0
21539,33,-1
21540,52,0
21541,5,-1
21542,10,0
21543,89,1
21544,40,0
21545,25,3
21546,65,0
21547,96,0
21548,25,0
21549,34,0
21550,39,0
21551,22,0
21552,43,-1
21553,24,3
21554,131,0
21555,49,0
21556,17,1
21557,12,-1
21558,32,0
21559,34,-1
21560,67,4
21561,3,-1
21562,9,0
21563,12,0
21564,12,-1
21565,11,0
21566,7,0
21567,19,0
21568,67,-1
21569,23,2
21570,38,0
21571,14,-1
21572,17,0
21573,10,0
21574,188,2
21575,43,-1
21601,12,-1
21602,38,0
21603,75,0
21604,41,0
21605,64,0
21606,5,0
21607,15,0
21608,16,0
21609,3,3
21610,5,0
21611,42,0
21612,232,-1
21613,20,0
21614,63,3
21615,52,-1
21616,20,0
21617,25,-1
21618,5,0
21619,15,-1
21620,2,0
21621,23,-1
21622,66,1
21623,235,0
21624,31,0
21625,57,0
21626,16,0
21627,47,0
21628,6,-1
21629,29,0
21630,12,3
21631,19,2
21632,3,-1
21633,16,0
21634,79,-1
21635,13,0
21636,33,0
21637,19,-1
21638,7,0
21639,32,-1
21640,74,-1
21641,32,0
21642,7,-1
21643,19,0
21644,88,-1
21645,13,1
21646,15,0
21647,14,0
21648,18,-1
21649,38,0
21650,7,0
21701,36,-1
21702,51,2
21703,49,0
21704,40,0
21705,26,-1
21706,79,1
21707,56,-1
21708,22,-1
21709,7,0
21710,6,0
21711,9,0
21712,122,-1
21713,17,4
21714,14,0
21715,116,0
21716,15,0
21717,42,1
21718,31,0
21719,19,0
21720,42,0
21721,90,0
21722,43,0
21723,4,-1
21724,48,1
21725,82,-1
21726,30,4
21727,49,0
21728,38,2
21729,3,0
21730,57,0
21731,28,-1
21732,22,-1
21733,20,0
21734,23,0
21735,21,0
21736,11,-1
21737,4,-1
21738,6,0
21739,23,-1
21740,39,0
21741,8,-1
21742,3,-1
21743,75,0
21744,12,-1
21745,19,-1
21746,29,-1
21747,82,0
21748,18,-1
21749,41,0
21750,29,0
21851,7,0
21852,20,0
21853,25,4
21854,28,0
21855,5,-1
21856,11,0
21857,37,-1
21858,47,-1
21859,30,0
21860,2,-1
21861,33,0
21862,17,0
21863,28,0
21864,52,0
21865,17,0
21866,12,0
21867,18,0
21868,23,0
21869,10,0
21870,32,0
21871,51,0
21872,33,-1
21873,16,-1
21874,34,0
21875,12,0
21976,22,0
21977,10,0
21978,21,4
21979,9,0
21980,68,0
21981,9,-1
21982,40,2
21983,80,0
21984,16,0
21985,30,3
21986,67,0
21987,7,-1
21988,104,0
21989,3,0
21990,6,3
21991,27,0
21992,31,0
21993,30,0
21994,28,1
21995,41,0
21996,67,0
21997,8,0
21998,22,0
21999,10,1
22000,100,0
22026,19,0
22027,30,0
22028,94,0
22029,43,0
22030,4,-1
22031,16,1
22032,18,0
22033,32,0
22034,12,0
22035,6,0
22036,26,0
22037,34,0
22038,21,0
22039,15,0
22040,0,-1
22041,23,0
22042,10,3
22043,11,0
22044,256,0
22045,6,0
22046,42,0
22047,13,-1
22048,23,0
22049,37,0
22050,20,3
22051,9,0
22052,3,-1
22053,32,-1
22054,26,0
22055,39,2
22056,52,2
22057,9,0
22058,25,0
22059,12,0
22060,7,0
22061,7,-1
22062,17,0
22063,81,1
22064,42,4
22065,4,-1
22066,45,0
22067,3,0
22068,0,-1
22069,111,0
22070,22,0
22071,49,3
22072,17,0
22073,11,0
22074,7,0
22075,44,3
22076,12,0
22077,13,0
22078,18,3
22079,66,3
22080,10,0
22081,20,-1
22082,39,0
22083,46,3
22084,8,0
22085,59,0
22086,8,-1
22087,19,-1
22088,29,4
22089,19,-1
22090,18,-1
22091,36,0
22092,14,-1
22093,15,0
22094,20,1
22095,44,0
22096,38,0
22097,13,0
22098,56,0
22099,77,0
22100,12,0
22126,92,0
22127,20,0
22128,24,-1
22129,14,0
22130,36,-1
22131,46,-1
22132,10,0
22133,18,0
22134,18,2
22135,51,0
22136,9,0
22137,22,-1
22138,5,-1
22139,6,-1
22140,61,0
22141,25,0
22142,13,0
22143,8,1
22144,15,0
22145,14,-1
22146,10,0
22147,11,0
22148,119,0
22149,2,-1
22150,47,0
22151,23,2
22152,2,-1
22153,78,0
22154,14,0
22155,34,2
22156,9,1
22157,34,0
22158,27,0
22159,30,0
22160,12,-1
22161,27,0
22162,26,-1
22163,23,-1
22164,28,0
